time,session,turn_id,path,language,finalize_reason,stt_first_partial_ms,stt_first_final_ms,llm_first_token_ms,llm_final_token_ms,tts_first_audio_ms,tts_first_audio_from_stt_ms,tts_final_audio_ms,tts_final_audio_from_stt_ms,turn_total_e2e_ms,prompt_tokens,completion_tokens,llm_calls,stt_audio_s,tts_chars,transcript,llm_response,tts_input
2026-07-18T11:09:43+00:00,livekit:device:00163eacb538,70,user_turn,en-IN,turn_canceled,1027,1027,1128,0,1362,3390,0,0,3449,0,0,0,3.17,23,നിനക്ക് ഏറ്റവും ഇഷ്ടമുള്ള നിറം ഏതാണ്?,,ನಿಮಗೆ ಬೇರೆ ಏನಾದರೂ ಬೇಕೇ?
2026-07-18T11:09:51+00:00,livekit:device:00163eacb538,71,user_turn,ml-IN,turn_done_callback,0,0,1094,7373,1420,0,2519,0,8346,1978,27,1,0.0,73,,[neutral] ನನಗೆ ನಿರ್ದಿಷ್ಟವಾಗಿ ಇಷ್ಟವಾದ ಬಣ್ಣ ಇಲ್ಲ. [neutral] ಏಕೆಂದರೆ ನಾನು ಬಣ್ಣಗಳನ್ನು ನೋಡುವುದಿಲ್ಲ.,ನನಗೆ ನಿರ್ದಿಷ್ಟವಾಗಿ ಇಷ್ಟವಾದ ಬಣ್ಣ ಇಲ್ಲ. | ಏಕೆಂದರೆ ನಾನು ಬಣ್ಣಗಳನ್ನು ನೋಡುವುದಿಲ್ಲ.
2026-07-18T11:10:09+00:00,livekit:device:00163eacb538,72,user_turn,hi-IN,turn_done_callback,2343,2343,970,8879,1302,3646,2331,4675,12254,1604,26,1,1.86,80,कौन सा खेल पसंद है?,"[neutral] मुझे कोई खेल पसंद नहीं है. [neutral] मैं खेल नहीं सकता, इसलिए मेरी कोई पसंदीदा खेल नहीं है.","मुझे कोई खेल पसंद नहीं है. | मैं खेल नहीं सकता, इसलिए मेरी कोई पसंदीदा खेल नहीं है."
2026-07-18T11:10:29+00:00,livekit:device:00163eacb538,73,user_turn,en-IN,turn_sync_complete,2338,2338,1402,13875,2171,4511,3334,5674,18355,1640,60,1,3.3,150,Within,[neutral] ಆನೆಗಳು ಭೂಮಿಯ ಮೇಲಿನ ಅತಿ ದೊಡ್ಡ ಪ್ರಾಣಿಗಳು. [neutral] ಅವುಗಳು ತಮ್ಮ ದೊಡ್ಡ ಕಿವಿಗಳು ಮತ್ತು ಉದ್ದವಾದ ಸೊಂಡಿಲಿಗೆ ಹೆಸರುವಾಸಿಯಾಗಿವೆ. [neutral] ಆನೆಗಳು ಬಹಳ ಬುದ್ಧಿವಂತ ಮತ್ತು ಸಾಮಾಜಿಕ ಪ್ರಾಣಿಗಳು.,ಆನೆಗಳು ಭೂಮಿಯ ಮೇಲಿನ ಅತಿ ದೊಡ್ಡ ಪ್ರಾಣಿಗಳು. | ಅವುಗಳು ತಮ್ಮ ದೊಡ್ಡ ಕಿವಿಗಳು ಮತ್ತು ಉದ್ದವಾದ ಸೊಂಡಿಲಿಗೆ ಹೆಸರುವಾಸಿಯಾಗಿವೆ. | ಆನೆಗಳು ಬಹಳ ಬುದ್ಧಿವಂತ ಮತ್ತು ಸಾಮಾಜಿಕ ಪ್ರಾಣಿಗಳು.
2026-07-18T11:10:29+00:00,livekit:device:00163eacb538,74,user_turn,en-IN,turn_canceled,614,614,0,0,0,0,0,0,3186,0,0,0,2.62,0,എവിടെ ഉദിക്കുന്നു എന്ന് മലയാളത്തിൽ പറയൂ,,
2026-07-18T11:10:34+00:00,livekit:device:00163eacb538,75,user_turn,ml-IN,turn_done_callback,0,0,1237,3775,1611,0,2477,0,4517,1714,12,1,0.0,27,,[neutral] സൂര്യൻ കിഴക്ക് ഉദിക്കുന്നു.,സൂര്യൻ കിഴക്ക് ഉദിക്കുന്നു.
2026-07-18T11:10:59+00:00,livekit:device:00163eacb538,76,user_turn,en-IN,turn_done_callback,3456,3456,1433,17901,1751,5208,2284,5741,22844,1738,84,1,3.55,206,Tell me a long story about a brave little mouse,"[happy] ಒಂದು ಕಾಲದಲ್ಲಿ, ಮಿಕಿ ಎಂಬ ಒಂದು ಚಿಕ್ಕ ಧೈರ್ಯಶಾಲಿ ಇಲಿ ಇತ್ತು. [happy] ಅದು ಕಾಡಿನಲ್ಲಿ ಸಿಂಹವೊಂದಕ್ಕೆ ಸಹಾಯ ಮಾಡಿ, ಅದರ ಧೈರ್ಯದಿಂದ ಎಲ್ಲರ ಮೆಚ್ಚುಗೆ ಗಳಿಸಿತು. [happy] ಮಿಕಿ ತನ್ನ ಚಿಕ್ಕ ಗಾತ್ರದ ಹೊರತಾಗಿಯೂ ದೊಡ್ಡ ಕೆಲಸಗಳನ್ನು ಮಾಡಬಹುದೆಂದು ತೋರಿಸಿಕೊಟ್ಟಿತು.","ಒಂದು ಕಾಲದಲ್ಲಿ, | ಮಿಕಿ ಎಂಬ ಒಂದು ಚಿಕ್ಕ ಧೈರ್ಯಶಾಲಿ ಇಲಿ ಇತ್ತು. | ಅದು ಕಾಡಿನಲ್ಲಿ ಸಿಂಹವೊಂದಕ್ಕೆ ಸಹಾಯ ಮಾಡಿ, ಅದರ ಧೈರ್ಯದಿಂದ ಎಲ್ಲರ ಮೆಚ್ಚುಗೆ ಗಳಿಸಿತು. | ಮಿಕಿ ತನ್ನ ಚಿಕ್ಕ ಗಾತ್ರದ ಹೊರತಾಗಿಯೂ ದೊಡ್ಡ ಕೆಲಸಗಳನ್ನು ಮಾಡಬಹುದೆಂದು ತೋರಿಸಿಕೊಟ್ಟಿತು."
2026-07-18T11:11:33+00:00,livekit:device:00163eacb538,77,user_turn,ml-IN,turn_done_callback,3230,3230,1778,24735,2174,5405,4012,7243,29804,1838,107,1,2.91,324,എനിക്കൊരു വലിയൊരു കഥ പറഞ്ഞു തരൂ ഒരു ആനയെക്കുറിച്ച്,"[happy] ഒരു വലിയ കാട്ടിൽ ദേവൻ എന്ന് പേരുള്ള ഒരു വലിയ ആനയുണ്ടായിരുന്നു. [happy] ദേവൻ വളരെ ദയയുള്ളവനും ശക്തിയുള്ളവനുമായിരുന്നു, കാട്ടിലെ എല്ലാ മൃഗങ്ങൾക്കും അവനൊരു നല്ല സുഹൃത്തായിരുന്നു. [happy] ഒരു ദിവസം, കാട്ടിൽ ഒരു വലിയ തീപിടുത്തമുണ്ടായി, ദേവൻ തന്റെ കൂറ്റൻ ശരീരവും ശക്തിയും ഉപയോഗിച്ച് എല്ലാ മൃഗങ്ങളെയും രക്ഷിച്ചു, അങ്ങനെ അവൻ കാടിന്റെ യഥാർത്ഥ നായകനായി മാറി.","ഒരു വലിയ കാട്ടിൽ ദേവൻ എന്ന് പേരുള്ള ഒരു വലിയ ആനയുണ്ടായിരുന്നു. | ദേവൻ വളരെ ദയയുള്ളവനും ശക്തിയുള്ളവനുമായിരുന്നു, കാട്ടിലെ എല്ലാ മൃഗങ്ങൾക്കും അവനൊരു നല്ല...(truncated) | ഒരു ദിവസം, കാട്ടിൽ ഒരു വലിയ തീപിടുത്തമുണ്ടായി, | ദേവൻ തന്റെ കൂറ്റൻ ശരീരവും ശക്തിയും ഉപയോഗിച്ച് എല്ലാ മൃഗങ്ങളെയും രക്ഷിച്ചു, | അങ്ങനെ അവൻ കാടിന്റെ യഥാർത്ഥ നായകനായി മാറി."
2026-07-18T11:11:40+00:00,livekit:device:00163eacb538,78,user_turn,ml-IN,turn_canceled,606,606,0,0,0,0,0,0,2571,0,0,0,2.85,0,Why we should brush our teeth,,
2026-07-18T11:11:41+00:00,livekit:device:00163eacb538,79,user_turn,en-IN,turn_canceled,0,0,1193,0,0,0,0,0,1470,0,0,0,1.31,82,Teeth every day,,हमें अपने दांतों को ब्रश करना चाहिए ताकि वे साफ रहें और हमें कैविटीज़ से बचा सकें.
2026-07-18T11:11:57+00:00,livekit:device:00163eacb538,80,user_turn,en-IN,turn_done_callback,0,0,1345,14794,1745,0,4551,0,15763,1961,49,1,0.0,152,,[neutral] हमें अपने दाँत रोज़ ब्रश करने चाहिए ताकि वे साफ रहें और हमें कैविटीज़ से बचा सकें. [neutral] यह हमारे मुँह को स्वस्थ रखने में मदद करता है और साँस को ताज़ा रखता है.,हमें अपने दाँत रोज़ ब्रश करने चाहिए ताकि वे साफ रहें और हमें कैविटीज़ से बचा सकें. | यह हमारे मुँह को स्वस्थ रखने में मदद करता है और साँस को ताज़ा रखता है.
2026-07-18T11:12:04+00:00,livekit:device:00163eacb538,81,user_turn,en-IN,turn_sync_complete,1737,1737,1458,2124,1707,3446,0,0,4948,2015,11,1,3.94,33,Tell me a very long story about a dragon.,[neutral] ಈಗ ನಾನು ನಿಮಗೆ ಹೇಗೆ ಸಹಾಯ ಮಾಡಬಹುದು?,ಈಗ ನಾನು ನಿಮಗೆ ಹೇಗೆ ಸಹಾಯ ಮಾಡಬಹುದು?
2026-07-18T11:12:16+00:00,livekit:device:00163eacb538,82,user_turn,en-IN,turn_canceled,0,0,2545,0,2952,0,3453,0,12926,0,0,0,0.99,140,"Okay, stop.",,"एक बार की बात है, | एक शक्तिशाली ड्रैगन था जिसका नाम इग्निसे था. | वह ऊँचे पहाड़ों में रहता था और अपनी बुद्धिमत्ता और दयालुता के लिए जाना जाता था."
2026-07-18T11:12:18+00:00,livekit:device:00163eacb538,83,user_turn,en-IN,turn_canceled,1053,1053,0,0,0,0,0,0,2334,0,0,0,1.7,0,Tell me a joke instead,,
2026-07-18T11:12:32+00:00,livekit:device:00163eacb538,84,user_turn,en-IN,turn_canceled,0,0,1293,0,1509,0,1703,0,14876,0,0,0,0.96,177,Okay,,"ಹಾಹಾ! | ನಾನು ಈಗ ಒಂದು ಜೋಕ್ ಹೇಳುತ್ತೇನೆ. | ಒಂದು ದಿನ, ಇಬ್ಬರು ಸ್ನೇಹಿತರು ಮಾತನಾಡುತ್ತಿದ್ದರು. | ಒಬ್ಬ ಸ್ನೇಹಿತ ಇನ್ನೊಬ್ಬನಿಗೆ, \ | ಇನ್ನೊಬ್ಬ ಸ್ನೇಹಿತ, \ | ಮೊದಲ ಸ್ನೇಹಿತ, \ | ಅಷ್ಟು ಹಲ್ಲುಗಳು ನಿನ್ನ ಬಳಿ ಇವೆ ಎಂದಾದರೆ,"
2026-07-18T11:12:33+00:00,livekit:device:00163eacb538,85,user_turn,en-IN,turn_canceled,766,766,0,0,0,0,0,0,2554,0,0,0,1.98,0,Count from 150,,
2026-07-18T11:12:42+00:00,livekit:device:00163eacb538,86,user_turn,en-IN,turn_canceled,0,0,1379,0,1738,0,2462,0,8736,0,0,0,0.86,132,Okay Okay,,"एक, दो, तीन, चार, | पाँच, छह, सात, आठ, | नौ, दस, ग्यारह, बारह, | तेरह, चौदह, पंद्रह, | सोलह, सत्रह, अठारह, | उन्नीस, बीस, इक्कीस, | बाईस, तेईस, चौबीस,"
2026-07-18T11:12:43+00:00,livekit:device:00163eacb538,87,user_turn,en-IN,turn_canceled,856,856,0,0,0,0,0,0,1681,0,0,0,0.86,0,വിച്ചോർത്തി.,,
2026-07-18T11:12:48+00:00,livekit:device:00163eacb538,88,user_turn,ml-IN,turn_done_callback,0,0,1963,4040,2312,0,3047,0,4777,1557,11,1,0.0,31,,"[neutral] क्षमा करें, मैं आपके अंतिम शब्द","क्षमा करें, मैं आपके अंतिम शब्द"
2026-07-18T11:12:55+00:00,livekit:device:00163eacb538,89,user_turn,ml-IN,turn_canceled,1648,1648,0,0,0,0,0,0,2452,0,0,0,2.62,0,മറ്റൊരു കഥ പറയാം.,,
2026-07-18T11:13:02+00:00,livekit:device:00163eacb538,90,user_turn,ml-IN,turn_done_callback,0,0,1202,5508,1429,0,2187,0,6482,1582,24,1,0.0,50,,"[neutral] ശരി, ഒരു പുതിയ കഥ പറയാം. [neutral] നിങ്ങൾ കേൾക്കാൻ തയ്യാറാണോ?","ശരി, ഒരു പുതിയ കഥ പറയാം. | നിങ്ങൾ കേൾക്കാൻ തയ്യാറാണോ?"
2026-07-18T11:13:14+00:00,livekit:device:00163eacb538,91,user_turn,en-IN,turn_canceled,838,838,1107,0,1326,2164,1683,2522,9700,0,0,0,2.18,198,"Okay, oru",,"പണ്ട് പണ്ട്, | ഒരു ചെറിയ ഗ്രാമത്തിൽ രാമു എന്ന് പേരുള്ള ഒരു കുട്ടി ഉണ്ടായിരുന്നു. | രാമുവിന് എന്നും ആകാശത്തിലെ നക്ഷത്രങ്ങളെ നോക്കി കഥകൾ കേൾക്കാൻ ഇഷ്ടമായിരുന്നു. | ഒരു ദിവസം, അവൻ ഒരു മരച്ചുവട്ടിൽ ഇരിക്കുമ്പോൾ,"
2026-07-18T11:13:15+00:00,livekit:device:00163eacb538,92,user_turn,en-IN,turn_canceled,358,358,0,0,0,0,0,0,1906,0,0,0,1.25,0,ஒரு பாட்டு பாடுவோம் இங்கே.,,
2026-07-18T11:13:26+00:00,livekit:device:00163eacb538,93,user_turn,ta-IN,turn_sync_complete,0,0,1599,9039,1958,0,2577,0,10888,1627,34,1,1.02,83,ஐயோ.,"[neutral] ക്ഷമിക്കണം, എനിക്ക് പാട്ട് പാടാൻ കഴിയില്ല. [neutral] പക്ഷേ, ഞാൻ നിങ്ങൾക്ക് ഒരു കഥ പറഞ്ഞുതരട്ടേ?","ക്ഷമിക്കണം, | എനിക്ക് പാട്ട് പാടാൻ കഴിയില്ല. | പക്ഷേ, ഞാൻ നിങ്ങൾക്ക് ഒരു കഥ പറഞ്ഞുതരട്ടേ?"
2026-07-18T11:13:30+00:00,livekit:device:00163eacb538,94,user_turn,ta-IN,turn_canceled,1644,1644,1495,0,1731,4377,3264,5909,6936,0,0,0,1.73,50,"Okay, what we",,"അയ്യോ, എനിക്ക് പാടാൻ കഴിയാത്തതിൽ ഞാൻ ഖേദിക്കുന്നു."
2026-07-18T11:13:31+00:00,livekit:device:00163eacb538,95,user_turn,en-IN,turn_canceled,1815,1815,1405,0,0,0,0,0,3231,0,0,0,1.57,29,Talk all about today,,"അയ്യോ, എനിക്ക് മനസ്സിലായില്ല."
2026-07-18T11:13:36+00:00,livekit:device:00163eacb538,96,user_turn,en-IN,turn_done_callback,0,0,2461,4027,2807,0,3325,0,4763,1676,8,1,0.0,16,,[neutral] ഇന്ന് നമ്മൾ പല്ല,ഇന്ന് നമ്മൾ പല്ല
2026-07-18T11:13:52+00:00,livekit:device:00163eacb538,97,user_turn,en-IN,turn_done_callback,2480,2480,664,4704,883,3365,1197,3678,8153,1515,22,1,2.5,56,"Okay, thank you. You did a good job.",[happy] വളരെ നന്ദി! [happy] നിങ്ങൾക്ക് വേറെ എന്തെങ്കിലും അറിയണമെന്നുണ്ടോ?,വളരെ നന്ദി! | നിങ്ങൾക്ക് വേറെ എന്തെങ്കിലും അറിയണമെന്നുണ്ടോ?
2026-07-18T11:14:02+00:00,livekit:device:00163eacb538,98,user_turn,en-IN,turn_done_callback,2261,2261,1442,5478,1665,3927,2374,4636,8744,1546,22,1,2.18,45,"Good bye, See you tomorrow.","[happy] ശരി, നാളെ കാണാം! [happy] ഒരു നല്ല ദിവസം ആശംസിക്കുന്നു!","ശരി, നാളെ കാണാം! | ഒരു നല്ല ദിവസം ആശംസിക്കുന്നു!"
